Title,Pic,Summary,SID,Product Name,Rating,Scale,Author,Date,URL,Verdict
eufy BoostIQ RoboVac 11S Review: A Practical (If Not Particularly Intelligent) Robotic Vacuum,https://www.reviewgeek.com/p/uploads/2018/08/95ad0284.jpg,Vacuuming isn’t the most thrilling domestic task which is why robot vacuums are so appealing. But can you get by without a top-of-the-line model? We took the eufy BoostIQ RoboVac 11S for a (literal) spin to see if a reasonable priced option can compete.,6033,eufy BoostIQ RoboVac 11S ,7,10,Jennifer Allen,2018-08-30T11:00:45-04:00,https://www.reviewgeek.com/6033/eufy-boostiq-robovac-11s-review-a-practical-if-not-particularly-intelligent-robotic-vacuum/,"How much you like eufy BoostIQ RoboVac 11S is really going to be down to how hands-on you want to be. Without that all important smartphone functionality, you won’t be able to get eufy to do stuff while you’re out running errands, nor will you be able to lie in bed treating him like a remote control car. The range on the remote isn’t that great."
"Anker Soundcore Flare Review: Stylish, Rugged, and Customizable",https://www.reviewgeek.com/p/uploads/2018/06/d6d7655a.jpg,"Bluetooth speakers are a pretty great concept but you have to pay a lot for the best sound experience, right? Well, not exactly. Anker has swooped in with its Soundcore Flare demonstrating that a mid-range speaker can meet your needs without hurting your wallet.",4027,Anker Soundcore Flare ,9,10,Jennifer Allen,2018-07-19T14:00:22-04:00,https://www.reviewgeek.com/4027/anker-soundcore-flare-review-stylish-rugged-and-customizable/,"The only slight failing with it is that it does love to attract dust. All dark colored devices, naturally, show more dust than light colored ones but the textured rubber on the top of the Flare, in particular, was an incredible dust magnet. In a very short space of time, I found it pretty dusty in no time at all, as you can see in the photos. It’s never as clean as it is the moment you take it out of the box."
iClever IC-BS06 Wi-Fi Smart Plug Review: An Outdoor Plug Perfect For Christmas Lights,https://www.reviewgeek.com/p/uploads/2018/10/20fc64ee.jpg,"Most smart plugs on the market have one thing missing: they’re not designed for outdoor use. The iClever IC-BS06 smart plug, however, is built for outdoor life and nasty weather—and even has some nifty features tacked on.",8948,iClever IC-BS06 Wi-Fi Smart Plug ,7,10,Craig Lloyd,2018-11-07T08:00:59-05:00,https://www.reviewgeek.com/8948/iclever-ic-bs06-wi-fi-smart-plug-review-an-outdoor-plug-perfect-for-christmas-lights/,"For $30, you really can’t go wrong with this smart plug. Plus, you basically get two smart plugs, which is an even better deal."
"Pixel 3 Review: Still The Best Android Phone Around, No Longer The Best Value",https://www.reviewgeek.com/p/uploads/2018/10/0a2bd16a.png,"Google is on its third generation of Pixel phones, after years of making the best Android-powered devices around. The Pixel 3 maintains its commitment to software and hardware quality, but tough competition and poor value make it hard to recommend.",9075,Pixel 3 ,6,10,Michael Crider,2018-11-01T08:00:16-04:00,https://www.reviewgeek.com/9075/pixel-3-review-still-the-best-android-phone-around-no-longer-the-best-value/,"If you’re looking for clean Android software with fast updates or the best possible cameras you can get in a phone, it might be worth the expense. But if you’re still using an Android phone from last year (and especially one that has cameras that are still brilliant), there’s very little here that compels an upgrade."
Google Titan Security Key Review: Two Great Keys For The Price Of One,https://www.reviewgeek.com/p/uploads/2018/08/2bbd33ad.jpg,Google’s getting into the two-factor security key game with their freshly released Titan Security Key Bundle. We’re always talking about two-factory security around here and with good reason: it’s the best thing you can do to protect your accounts. Here’s how the Titan holds up.,6867,Google Titan Security Key ,9,10,Cameron Summerson,2018-08-30T04:00:41-04:00,https://www.reviewgeek.com/6867/google-titan-security-key-review-two-great-keys-for-the-price-of-one/,"It’s also worth mentioning that the Bluetooth key needs to be charged every so often—Google claims it can go six months between charges, but I’d juice it up more often than that just to make sure it’s always good to go. It’d be nice if lasted a year or longer in some sort of ultra-low-energy state, but that’s a minor complaint."
Lenovo Smart Display Review: Google Home Gets a Much Needed (But Expensive) Upgrade,https://www.reviewgeek.com/p/uploads/2018/07/5a567e9d.jpg,"Lenovo has introduced the first of the Google Assistant-enabled smart displays. Starting at $200, it’s a high premium over regular Google Home devices, but it brings some great new functions with it.",6011,Lenovo Smart Display ,8.5,10,Eric Ravenscraft,2018-08-01T11:15:55-04:00,https://www.reviewgeek.com/6011/lenovo-smart-display-review-google-home-gets-a-much-needed-but-expensive-upgrade/,"The Lenovo Smart Display is anywhere from $70 to $120 more than a standard Google Home, and a whopping $150-200 more than a Google Home Mini. That’s a pretty huge price premium to put on top of existing smart speakers and, if we’re honest, you can probably do 80% of what a smart display can do with your voice. The screen is by no means necessary, and in fact Google has spent years making sure you can use its voice assistant "
Anker Soundcore Space NC Headphones Review: An Ideal Budget Pick,https://www.reviewgeek.com/p/uploads/2018/08/79c1d909.jpg,"Premium noise cancelling headphones are pretty expensive, but the Anker Soundcore Space NC sets out to prove they don’t have to be. Read on to see why we’re pretty confident they’re worth the $99 you can pick them up for.",5255,Anker Soundcore Space NC Headphones ,8,10,Jennifer Allen,2018-07-30T14:00:41-04:00,https://www.reviewgeek.com/5255/anker-soundcore-space-nc-headphones-review-an-ideal-budget-pick/,"Bass is rarely over the top, nor is it muddled. There’s just the right level of oomph here, so that you feel suitably enthralled by what you’re listening to. Similarly, the highs do a decent job of capturing smooth vocals and the finer details of certain musical tracks. My testing methods involve things like Foo Fighters to check how loud and bassy music sounds, before switching up to the softer, less processed tones of a friend’s album. In both cases, there was minimal distortion and I felt suitably wrapped up in the music."
Foobot Air Quality Monitor Review: Dial In Your Air Quality With A Friendly Assistant,https://www.reviewgeek.com/p/uploads/2018/08/1beafbc9.jpg,You might not pay much attention to the air quality in your home. The Foobot monitors the air in your home so you don’t have to. We dove deep to see if it’s worth $199 to improve your home’s air.,5995,Foobot Air Quality Monitor ,8,10,Jennifer Allen,2018-08-20T11:00:38-04:00,https://www.reviewgeek.com/5995/foobot-air-quality-monitor-review-dial-in-your-air-quality-with-a-friendly-assistant/,"Foobot works with Google Nest, Hive, Netatmo, and other smart thermostats. There’s IFTTT support too. How is that useful in practice? By linking the device to your HVAC system you can have it trigger the fan to circulate air (or even bring fresh air in dependent on how your system is set up). I wasn’t able to test this since I don’t have a smart thermostat (I have a "
Makeblock Codey Rocky Review: A Cute Programmable Robot For the Whole Family,https://www.reviewgeek.com/p/uploads/2018/07/adb2ec13.jpg,"Much like any conventional language, programming is one of those skills we all wish we’d started learning many years ago. Give your kids a head start with Makeblock‘s Codey Rocky.",5508,Makeblock Codey Rocky ,7.5,10,Jennifer Allen,2018-08-06T14:00:42-04:00,https://www.reviewgeek.com/5508/makeblock-codey-rocky-review-a-cute-programmable-robot-for-the-whole-family/,"Codey Rocky is a lot of fun, that—in theory—will grow with your child. Because he starts out as a simple remote control toy, he’s ideal with a young child who simply wants to play with something a bit better than regular wheeled toy. Soon enough though, your child will want to delve further and see what else they can do with him. If they’re struggling to figure things out, you can generally piece it together yourself or you can consult Makeblock’s numerous learning guides or examples."
"The Kindle Oasis: Two Years Later, Still The Best E-Reader Around",https://www.reviewgeek.com/p/uploads/2018/07/daf3eeae.jpg,The Kindle Oasis is Amazon’s premium Kindle device. It’s—supposedly—the best e-reader Amazon can make but is it worth the ridiculous price? Read on to find out.,5295,"The Kindle Oasis: Two Years Later, Still The Best E-Reader Around",8,10,Harry Guinness,2018-07-18T11:00:43-04:00,https://www.reviewgeek.com/5295/the-kindle-oasis-two-years-later-still-the-best-e-reader-around/,"Now this isn’t to say the Kindle Oasis is perfect. It’s the best Kindle yet and an incredible device, but it isn’t without a few flaws. The main one is that, well, it’s kind of big. I was able to squeeze my Kindle Paperwhite into the pocket of most of my jackets; that just isn’t possible with the Oasis. While the extra size is nice when you’re reading, it makes it a little bit harder to take your Kindle everywhere. If you always carry a bag, you probably won’t notice, but if you’re used to heading out with your Kindle in your pocket, it is going to annoy you."
Logitech MX Ergo Review: A Worthy Heir to Logitech’s Lengthy Trackball Mouse Lineage,https://www.reviewgeek.com/p/uploads/2018/01/3f70b8b8.jpg,"After years of no new trackball developments, Logitech has finally released a new wireless trackball mouse. We took it for an extended spin and now we’re back to highlight what’s new and awesome (and point out a minor few issues along the way).",1583,Logitech MX Ergo ,9,10,Jason Fitzpatrick,2018-01-23T08:00:19-05:00,https://www.reviewgeek.com/1583/logitech-mx-ergo-review-a-worthy-heir-to-logitechs-lengthy-trackball-lineage/,"The lefties out there have likely already guessed: the mouse is sculpted for right hand use and there is no left hand model. (For left handed users who want a trackball experience, however, there’s always the ambidextrous-style "
BenQ ScreenBar Review: The Perfect Computer Desk Lamp,https://www.reviewgeek.com/p/uploads/2018/06/78f4fc91.jpg,"Claiming something is the perfect computer desk lamp is a rather, well, bold claim. The BenQ ScreenBar, however, is as close to perfect for the task as we’ve ever seen. Doubt us? Read on and see.",4820,BenQ ScreenBar ,10,10,Jason Fitzpatrick,2018-06-28T11:45:40-04:00,https://www.reviewgeek.com/4820/benq-screenbar-review-the-perfect-computer-desk-lamp/,"Under normal circumstances we’d wrap up a review with a careful cataloging of any negative aspects of a product, caveats, recommendations to the manufacturer for improvements we’d like to see in Ver. 2.0 of the product, and so on."
